ECONOMICS,,,Describe the nature of current economic problems,"All societies face the economic problem, which is the problem of how to make the best use of limited, or scarce, resources. The economic  problem exists because, although the needs and wants of people are endless, the resources available to satisfy needs and wants are limited. The 4 basic economic problems are: ● What to produce? ● How to produce? ● For whom to produce? ● What provisions (if any) are to be made for economic growth?"
ECONOMICS,,,Explain the concept of economic resources,"Resources used in the production of goods and services, which include: ● Land or Natural Resources: naturally-occurring goods such as soil and minerals ● Labor: human effort, which also includes technical and marketing expertise ● Capital Goods: goods used in the production of other goods"
ECONOMICS,,,Explain concept of risk,"Risk is related to the expected losses which can be caused by a risky event and to the probability of this event occurring. The harsher the loss and the more likely the event, the worse the risk; types include human, economic, and natural."
ECONOMICS,,,Identify factors affecting a business’s profit,"Sales and expenses There are two ways to increase profit: ● Increase revenue ● Decrease expenses Identify factors affecting a business’s profit. Profit is the monetary return a business&apos; owner receives for taking the risk of investing in the business. In simple terms, profit equals income  less expenses. Factors that affect profit include demand for the good/service, expenses, prices, the economy, and chance. To try to increase profit, a business can increase worker efficiency, increase sales, and/or decrease expenses."
ECONOMICS,,,Explain promotional methods used by the hospitality and tourism industry.,Advertising - promotion that is paid for. Personal Selling - any staff that comes in contact with guests/clients. Sales Promotion - any  activity that engages customers. Public Relations - enhances a businesses image or reputation
ECONOMICS,,,Describe types of business models.,"Subscription model→ customer pays a recurring payment on a monthly basis for access to a service or product. Franchise model → A  franchise is an established business blueprint that is simply purchased and reproduced by the buyer, the franchisee. The franchiser, or  original owner, works with the franchisee to help them with financing, marketing, and other business operations to ensure the business functions as it should. In return, the franchisee pays the franchiser a percentage of the profits. Manufacturer model → The manufacturer  model refers to when a manufacturer converts raw materials into a product. Retailer model → Purchase goods from distributors and then  sell them to customers for a price that will both cover expenses and turn a profit."
ECONOMICS,,,Explain the nature of business ethics.,"Business ethics is important to making the general public happy about what happens in the business world (public relations). It creates a  good reputation, balances the needs of the stakeholders with the needs of the company, helps the business thrive in the global economy,  helps to retain employees, and keeps the business from being penalized under the law."
ECONOMICS,,,Describe types of business activities.,There are six general business activities. Generating ideas is an important activity in that businesses must remain competitive with other  firms. Businesses also need to raise capital to finance their operations. Another important business activity is employing and training human  resources. Businesses buy and sell goods and services. Marketing is a group of activities that provide and distribute the goods and services wanted and needed by a business&apos; customers. Another activity is that businesses must maintain records to track performance and make  decisions.
ECONOMICS,,,Describe the nature of cost/benefit analysis.,Process used to measure the benefits of a decision or taking action minus the costs associated with taking that action. It has intangible  benefits like customer satisfaction.
ECONOMICS,,,Explain considerations in making the decision to hire staff.,"Review the position - what eligibility: physical skills and experience, mindset and method of working with the team communication skills."
ECONOMICS,,,Explain the principles of supply and demand.,"In a market-oriented economy like in the United States, supply and demand determine the prices and quantities of goods and services  produced. Supply is the amount of goods and services producers are willing to make and sell. Demand is the willingness and ability of  consumers to buy goods and services. Supply and demand interact in the marketplace resulting in a state of equilibrium, surplus, or  shortage. The law of supply states that price and quantity supplied move in the same direction (a direct relationship). Thus, as price  increases, the amount of goods and services supplied increases. Conversely, the law of demand states that as price increases, the amount  desired by consumers will decrease (an inverse relationship). When the amount of a product/service being supplied equals the amount  being demanded, equilibrium exists in the marketplace at that price. If, however, there is more supply than demand for a product a surplus  exists, potentially leading to lower prices. A shortage exists when demand exceeds supply, a condition that can lead to rising prices."
ECONOMICS,,,Analyze the impact of technology on retailing,"From reducing shrinkage to better estimating inventory needs, retail technology can streamline inventory management. Make the supply chain processes more efficient. Automation of inventory processes ultimately creates efficiency across your supply chain, helping to free up capital for business growth."
ECONOMICS,,,Determine factors affecting business risk,"Risk is the possibility of incurring a loss. Economic risks are those that can result in a financial loss. Pure risk is one that presents the chance  of loss but no opportunity for gain. Speculative risks offer the chance to either gain or lose. Some risks are controllable, while others are  not. Likewise, you can insure some risks while others cannot be insured. To manage risks, they can be avoided, transferred, insured, or assumed."
ECONOMICS,,,Explain the nature of marketing management,"Marketing is the management of the exchanges between an organization and its stakeholders — customers, employees, community groups,  and others. The two primary roles of marketing are to attain and retain target customers. Markets can be defined from both supply and  demand perspectives. Marketing management is “planning, organizing, controlling and implementing of marketing programmes, policies,  strategies and tactics designed to create and satisfy the demand for the firms&apos; product offerings or services as a means of generating an  acceptable profit.”"
ECONOMICS,,,Explain ethical considerations in providing information,"Ethical business practices ensure that the highest standards of conduct are observed in a company&apos;s relationships with everyone in the  company or who is affected by its activities. Ethical behavior is lawful and does not harm some while benefiting others. Business practices  are ethical if its actions are not embarrassing if they become public. Many businesses develop a statement of core values that guide the  ethical decisions and actions of the company. Providing accurate, honest information or keeping specific information confidential are  examples of ethical considerations."
ECONOMICS,,,Explain the relationship between the economy and hospitality and tourism,"An example of a direct impact would be the employment that hospitality creates.An indirect impact is the further employment that&apos;s  created as a result of hospitality, for example, the jobs created in the supply and delivery industry, marketing, or in the farming industry."
EMOTIONAL INTELLIGENCE,,,Discuss the nature of the menu as a management tool,"A menu can affect distribution by informing customers about other store locations, pick-up or delivery services, Website addresses and hours of operation. The whole point of offering a menu is to inform customers about available food choices and help them assess which ones will best meet their needs."
EMOTIONAL INTELLIGENCE,,,Explain the concept of gratuities,"Informally known as tipping Tips are supposed to be rewarded for services performed, as well as a supplement to an employee&apos;s income (gratitude) Customs vary from city to city, depending on the elegance of the establishment Tipping in the United States is voluntary; in other countries a service charge will automatically be added to your bill The average gratuity is 15 -20 percent of your bill (before taxes)"
EMOTIONAL INTELLIGENCE,,,Develop Cultural Sensitivity,"When dealing with clients of various cultures, you must take into account the differences in their mindsets about their businesses as well as  their money and investments. Example: The Japanese take business relationships seriously, and like to feel a trust and friendliness between  their business associates. American clients primarily focus on the business, with just a few seeking friendships among associates. You must  be aware of these differences and many others so you can meet the mission of the company when investing globally. To judge: “Sir (or  Ma’am), one way we stay competitive is to know the global marketplace. We study trends among the growing number of ethnic groups  showing demand for our products. Each group has similar but unique needs. Their traditions and cultural behaviors related to the marketplace are unique. We, as a company, are proactive and research and train our employees in cultural sensitivity.” Show Empathy for Others “I’m sorry we don’t have that brand any longer. I know that it’s frustrating when you find something you like and then it’s no longer  available. Can I help you compare what items we do have, so you can find a new choice?”"
EMOTIONAL INTELLIGENCE,,,Explain the concept of self-esteem,Self-esteem is the confidence in one’s own worth or abilities; self-respect. Compliment employees on a job well done; give them some recognition in front of peers. Pumping up someone’s self-esteem helps create a more enthusiastic and loyal employee.
EMOTIONAL INTELLIGENCE,,,Identify desirable personality traits that are important to a business,"Be persistent, learn to easily adapt to change, assess risks, continue to learn, welcome responsibility, be creative, take charge, know your  numbers, don’t procrastinate, become self-reliant, and focus on the business not your personal needs."
EMOTIONAL INTELLIGENCE,,,Recognize personal bias and stereotypes,bias is a personal preference; unfair preference for or dislike of something stereotype is to reduce somebody to an oversimplified and unfair category
EMOTIONAL INTELLIGENCE,,,Demonstrate problem-solving skills,"Problem solving skills include decision-making, reasoning (logic), and creativity."
EMOTIONAL INTELLIGENCE,,,Demonstrate interest and enthusiasm,"Enthusiasm for one’s job is interest on steroids. Positive outlook, “I can” attitude, cooperative with others, willingness to listen &amp; learn &amp; try  new things. Showing enthusiasm is smiling, eye contact, upbeat manner, etc. Showing interest is much more subdued; you are curious or you show that you like or approve something. That’s it."
EMOTIONAL INTELLIGENCE,,,Demonstrate honesty and integrity,● honesty is about a fair adherence to the facts ● integrity is about righteous conduct
EMOTIONAL INTELLIGENCE,,,Foster positive working relationships (Persuade others),To judge: “I have some exciting ideas about the spring promotion. The ideas will involve all of the store’s employees. I think you’ll like these  ideas and I’ll be happy to explain the sales contest at the next meeting. This will give you the time you’ve been needing to research other  promotional events.”
EMOTIONAL INTELLIGENCE,,,Determine ethical work habits.,"To exhibit work habits, an employee will be punctual, flexible, creative, attentive, complete objectives on time, deliver quality products,  face challenges in a positive manner, manage their time, show respect by interacting in a positive manner with co-workers, demonstrate  leadership by solving problems, resolving conflicts effectively, and encouraging mentorship."
EMOTIONAL INTELLIGENCE,,,Exhibit cultural sensibility.,"A culturally sensitive employee will value diversity, be willing to adapt communication and behavior to be compatible with another’s  cultural norms, and be willing to learn traditions and characteristics of other cultures."
EMOTIONAL INTELLIGENCE,,,Apply ethics to online communications.,"Ethics is how a person uses language, media, journalism, and creates relationships that are guided by an individual&apos;s moral and values.  Online communications should ensure moral and ethical choices, to develop trusting and caring relationships with others. Describe the use of corporate blogging. Corporate blogging is a tactic that uses blogging to get a business more online visibility. A business blog is a marketing channel that helps  support business growth."
EMOTIONAL INTELLIGENCE,,,Describe current issues/trends in marketing communications,"In today&apos;s digital world, a huge issue is rising rates of ad blocking. Some trends include social media marketing, partnerships with celebrities,  and emotional marketing."
EMOTIONAL INTELLIGENCE,,,Describe traits important to the success of employees in marketing communications,"Important traits are communication, analytic (interpreting data), creative, project management, and teamwork."
EMOTIONAL INTELLIGENCE,,,Explain the nature of emotional intelligence,"Set of interpersonal skills: EMPATHY - self-understanding, recognize impact of feelings on others - personal traits to foster career advancement - ethics demonstrate trustworthiness in working w/ others. - techniques to manage emotional reactions to people and situations. - ID w/ others&apos; feelings, needs and concerns to enhance interpersonal relations. - communication skills foster open, honest communications - communication skills influence others&apos; POV - apply problem solving techniques to obtain solutions - manage stressful situations to minimize negative situations - teamwork techniques to accomplish goals. - leadership skills to achieve objectives. - manage internal and external business relationships fostering positive interactions )"
EMOTIONAL INTELLIGENCE,,,Explain the nature of office politics,Multiple employees battle for dominance over decision-making - can be helpful (clear leader)/harmful (uncontrollable conflict)
EMOTIONAL INTELLIGENCE,,,Use conflict resolution strategies,"Begin by allowing each party of a dispute to define the problem from his/her point of view. Then, allow each one to suggest a solution to the problem. Next, those options should be evaluated, so each party can explain what they can and cannot accept.  To overcome the differences, parties to a problem may have to think creatively and compromise. Compromising means that  each party will agree to give something up in order to settle a dispute. Conflict-resolution is done best when solutions are found  that will allow each side of a dispute to save face and create the least amount of ill will. Sometimes, parties in a dispute may  have to seek mediation or arbitration from an independent third party."
EMOTIONAL INTELLIGENCE,,,Overcome problems and difficulties associated with office politics/ turf wars,"Using negotiation, office drama can be resolved in an effective manner. Trying to stay neutral and ethical is the key to solving  these types of problems that may arise. It’s ok if these issues occur, but not ok if they aren’t handled efficiently and effectively."
EMOTIONAL INTELLIGENCE,,,Enlist others in working toward a shared vision,"Collaboration is a powerful tool and it is important that fellow workers exhibit personality traits such as motivation, positive  attitude, empathy, and conflict resolution skills in order to form the perfect work team."
EMOTIONAL INTELLIGENCE,,,Participate as a team member,Teamwork includes leadership and collaboration. Providing input to a task + facilitating new initiatives. Putting the team in front of yourself is what needs to be done. There’s no “I” in team but a “me.”
EMOTIONAL INTELLIGENCE,,,Demonstrate honesty &amp; integrity,"Desirable qualities of good employee and person -being loyal and trustworthy - act responsibly and ethically, even when difficult - respect others&apos; feelings and possessions"
ENTREPRENEURSHIP,,,Describe the nature of ethics,Important to make the general public happy about what happens in the business world (public relations). - good reputation - balances the needs of the stakeholders w/ needs of company - helps the business thrive in the global economy - helps retain employees - keeps the business from being penalized under the law
ENTREPRENEURSHIP,,,What is the nature and scope of entrepreneurship,"Entrepreneurship is a self-motivated activity, which helps the entrepreneur to bring changes in the process of production, innovation in  production, new usage of materials, creator of market etc. It is a mental attitude to foresee risk and uncertainty and do something new in  an effective manner to achieve certain goals."
ENTREPRENEURSHIP,,,Describe the nature of entrepreneurship.,"Entrepreneurship is a dynamic activity which helps the entrepreneur to bring changes in the process of production, innovation in  production, new usage of materials, creator of market etc. It is a strong will &amp; attitude to foresee risk and uncertainty and do something  new in an effective manner to achieve goals."
ENTREPRENEURSHIP,,,Explain the role requirements of entrepreneurs and owners,"An entrepreneur is someone who sets up and grows a business; involved in all the operations and activities of the business. Owners are not  engaged in day-to-day activities. They are focused on the “big picture” and future direction of the business. They have the authority  because of the support they provided in starting and maintaining the business (financial, technical, etc.)."
ENTREPRENEURSHIP,,,Describe the use of business ethics in entrepreneurship,"Business ethics ensure that a certain basic level of trust exists between consumers and various forms of market participants with  businesses. Business ethics are meant to ensure a certain level of trust between consumers and corporations, guaranteeing the public fair  and equal treatment."
ENTREPRENEURSHIP,,,Describe small-business opportunities in international trade,"Small businesses that export are 20% more productive and have 20% greater job growth than non-exporters, and they are 9% more like to  stay financially solvent. Opportunities from global trade also can help fuel the entrepreneurial spirit, open new markets, increase customer  base, find new ventures &amp; create new jobs."
ENTREPRENEURSHIP,,,Explain the need for entrepreneurial discovery,"The Entrepreneurial Discovery Process (EDP) is an inclusive and interactive process in which participants from different environments  (business, academia, etc.) are discovering and producing information about potential new activities, identifying potential opportunities and  innovations that emerge through this interaction. Policy makers assess the potentials and help facilitate toward realization and then deliver  new goods &amp; services to the marketplace."
ENTREPRENEURSHIP,,,Assess global trends and opportunities for business ventures,"Opportunities include: Investing in multiple businesses, Angel Investors, Crowdfunding, Startup Incubators, Quality Content, Social Power of  the Internet, &amp; Foreign Markets. Trends include: Facebook bots, Business texting, Smart segmenting, Recurring revenue, &amp; Video on  everything."
ENTREPRENEURSHIP,,,Determine opportunities for venture creation,Listen to potential clients and past leads for feedback. Listen to your current customers and competitors. Look at industry trends and insights online and in trade books.
ENTREPRENEURSHIP,,,Assess opportunities for venture creation,"Is the market size worth it? Relationships – do you have a connection “inside” who can help you? Is there an ability to manage cash flow, like start-up funding, so the business can sustain itself? Does management have comparable skills to what is needed? Does passion and persistence within the management and the employees for the long run?"
ENTREPRENEURSHIP,,,Describe entrepreneurial planning considerations,"Definition - process of setting goals, explaining objectives, then mapping them out Types of capital needed to run business: 1. Financial capital, collateral or personal investments, 2. Resource capital, the natural and physical resources needed - 3. Human Capital, the labor that can be provided and the passion that can be drawn from."
ENTREPRENEURSHIP,,,Types of planning needed:,"1. Strategic planning - setting and enforcing of goals - why, predictably the objectives will be met 2. Tactical planning - how to meet objectives with detail - deciphering the steps day-to-day Get outside help – a financial advisor, someone with similar experience to you, a business attorney, etc."
ENTREPRENEURSHIP,,,Assess the need to use external resources for concept development,It’s best to get an outsider’s perspective or “another set of eyes” who will be more objective.
ENTREPRENEURSHIP,,,Describe external resources useful to entrepreneurs during concept development,"Research - indirect and direct Indirect - looking at trends of similar products, reviews on where they went wrong or right, success by past comparison. Direct - speaking to / questioning markets for their satisfactions in the past - correlate to case"
ENTREPRENEURSHIP,,,Explain the nature of tax regulations on business,"The nature of tax regulations, or treasury regulations, on business are to pick up where the tax laws leave off. There are several different  types."
ENTREPRENEURSHIP,,,Explain the nature of businesses’ reporting requirements.,"The nature of businesses&apos; reporting requirements are to make sure that investors and regulators can evaluate a company&apos;s financial  performance and business operations. Additionally, it&apos;s necessary to have access to these reports so the public can find discrepancies  among reports and the company can have transparency"
ENTREPRENEURSHIP,,,Develop strategies for legal/government compliance.,Compliance strategy is about mitigating risk and adhering to rules set by external authorities (i.e. government).
ENTREPRENEURSHIP,,,Describe strategies to protect intellectual property,"Intellectual property is creative work created by you. Ways to protect: Externally - file patents (utility, design, etc.), trademarks, copyrights, and trade secrets. Internally - non-disclosure agreements, educate employees on confidential information, &amp; hire an attorney."
ENTREPRENEURSHIP,,,Describe processes used to acquire adequate financial resources for venture creation/start-up,"Networking with potential investors, finding public sector contract possibilities, and writing RFP’s (requests for proposals) to get bids."
ENTREPRENEURSHIP,,,Explain factors to consider in determining a venture&apos;s human-resources needs,"Identify specific timely growths - for management and venture team Production - human labor and specific workers Management - entrepreneurs and continual overseers and owners Communications - or market, people that we speak and gather information from or sell to Partners - organizations or people that we work with Affordability - Can we promise workers enough return on investment? Readiness - can we get all human resources where and when we need?"
ENTREPRENEURSHIP,,,Explain considerations in making the decision to hire staff,"Review the position’s requirements: physical skills, experience, communication skills, teamwork skills, references, degrees, etc. Describe considerations in selecting capital"
ENTREPRENEURSHIP,,,resources,"Productivity, Affordability, Ease of access, and Sustainability."
ENTREPRENEURSHIP,,,Identify capital resources needed for the venture,"Capital resources are goods used to produce other goods and services. Examples include buildings, machinery, tools and equipment. Capital  resources help improve productivity. Assess the costs/benefits associated with resources Resources include: human, natural, market, time, capitol."
ENTREPRENEURSHIP,,,Explain the complexity of business operations,"The condition of having several interdependent and interconnected stakeholders, information technology systems and organizational  structures makes it complex."
ENTREPRENEURSHIP,,,Evaluate risk-taking opportunities,"Is it a risk that your company needs to take? Can you afford the consequences of a failure? Can you minimize any negative effects that may occur? (Come up with a “Plan B”, just in case.)"
ENTREPRENEURSHIP,,,Explain the need for business systems and procedures,Emotional relationships - everyone is playing on preset and equal grounds on the “team”. Productivity - everyone has a baseline and has specific instructions/directions to follow.
ENTREPRENEURSHIP,,,Explain the need for continuation planning,"Business Continuity Planning System (BCPS) – plans, measures, arranges and identifies resources for accidents, disruptions of operations,  resource failures, cyber-attacks, etc. Continues efficiency during rough times"
ENTREPRENEURSHIP,,,Explain the nature of human resources regulations,Nature of human resources regulations is to provide a safeguard for employees so they are getting rights and the treatment they deserve.
ENTREPRENEURSHIP,,,Explain the impact of resource productivity on venture success,The productivity per person grows the wealth of a company.
ENTREPRENEURSHIP,,,Describe the nature of legally binding contracts,A contract is an agreement between 2 or more parties. And if you sign a contract to are expected to follow the things listed in the contract
ENTREPRENEURSHIP,,,Develop plan to invest resources into improving current products or creating new ones,Follow those and make an operations plan What productions are earning us the least per capita? Re-use those
ENTREPRENEURSHIP,,,Describe methods of venture harvesting,"Harvesting is the final phase in the entrepreneurial value creation process, which includes building, growing, and harvesting. Harvesting is  the process entrepreneurs and investors use to exit a business and liquidate their investment in a firm."
ENTREPRENEURSHIP,,,Develop exit strategies,"Merger acquisition - merge company to another company (or being bought by a larger company) IPO - allow shareholders to take control, while extracting the monetary worth of your company (both this and merger acquisition are better  than liquidation- sells at higher cost) Passing on/selling to select individuals FULL liquidation of company - sell at depreciated face value"
FINANCIAL ANALYSIS,,,Describe the nature of business records,"meeting minutes, memoranda, employment contracts, and accounting source document, revenue/income/capita statements, etc. To be reviewed for monitoring process, accidents, patterns, employee evaluation"
FINANCIAL ANALYSIS,,,Explain the role of finance in business.,"The role of finance in business is to help capital move from investors to businesses. Businesses need finance to assist with operations. This is  possible through financial markets and various investment vehicles including loans and short and long term financing. Various financial  statements, such as a balance sheet and income statement, provide a way to analyze a company’s overall financial standing. Managing your business’ finances will include planning for profits by forecasting sales, evaluating profit potential, controlling costs, and  budgeting. Business financing also requires managing taxes and credit."
FINANCIAL ANALYSIS,,,Explain the nature &amp; scope of financing,Personal Finance Statement – summary of current financial condition Net Worth – assets minus liabilities Asset – anything you own with monetary value Liability – debt you owe to others
FINANCIAL ANALYSIS,,,Explain the time value of money,"The time value of money is based on the premise that receiving a certain amount of money today, rather than the same amount in the  future, is more attractive. Money received today is more valuable by the amount of interest the money can earn. If $90 today will  accumulate to $100 a year from now, then the present value of $100 to be received one year from now is $90."
FINANCIAL ANALYSIS,,,Explain the purpose and importance of credit,Credit gives the customer more purchasing power. Credit falls under the category of possession utility. It is a convenience to the customer  and in many instances enables a customer to buy a product at a time of need that could not be obtained any other way than with credit.
FINANCIAL ANALYSIS,,,"Discuss considerations when selecting a financial service provider (bank, lender, etc)","Ask about the institution’s or personal advisor’s credentials, how many years’ experience the provider has, does this provider specialize in  offering services which meet your personal needs, what are the fees for services, and what is his/her track record."
FINANCIAL ANALYSIS,,,Describe the concept of insurance,"Insurance provides a company or individual peace of mind and the financial freedom from the devastation of unforeseen occurrences  resulting from natural, human, or economic disasters. Some risks may be transferred in the form of insurance. Risk cannot be eliminated,  but insurance can save a business financially in the event of something such as a tornado, or on-site accident that causes a lawsuit."
FINANCIAL ANALYSIS,,,Describe the use of technology in the financing function,Accepting credit cards via point-of-sale (POS) systems Online payments (example: PayPal)
FINANCIAL ANALYSIS,,,Explain the nature &amp; scope of financing,Personal Finance Statement – summary of current financial condition Net Worth – assets minus liabilities Asset – anything you own with monetary value Liability – debt you owe to others
FINANCIAL ANALYSIS,,,Prepare invoices,"Should include: company name, address, telephone number and email address, company number (ID), VAT registration number, date the  invoice was raised, date by which payment should be made, name of agency or client contracting with, descriptions of services provided,  gross amount due, total amount, payment terms, who to make check payable to, how to submit invoice, late fees and non-payment action."
FINANCIAL ANALYSIS,,,Maintain financial records,Financial records should be done on a regular basis to minimize cost &amp; have more/better control of operations &amp; to get a better  understanding of financial information. Day-to-day book-keeping is common for small businesses. Accountants and bookkeepers can help.
FINANCIAL ANALYSIS,,,Describe the nature of budgets.,A budget is an itemized forecast of an individual or company’s income and expenses for a designated period of time. This allows the entity  to evaluate how to use funds in fixed and discretionary categories as well as provides focus to achieve financial goals and avoid debt.
FINANCIAL ANALYSIS,,,Describe the relationship between accounting and finance.,"Both accounting and finance are involved with helping organizations make effective financial decisions. Accounting is responsible for  creating and maintaining a system of financial record keeping as well as preparing and analyzing financial statements. Finance refers to the  business’ practices of saving, investing, and using money. In essence, accounting is focused on the business’ financial past while finance is  focused on the future."
FINANCIAL ANALYSIS,,,Explain the nature of balance sheets.,"A balance sheet is a summary of a business’ assets, liabilities, and owners’ equity. Assets are anything of monetary value that you own and  are classified as current or fixed. A current asset is cash or anything that can be converted into cash in a year. A fixed asset is something  used over a period of time to operate your business, like property and equipment. Liabilities are the amounts that a business owes and are classified as current or long-term. A current liability is a debt the business must pay  back during the upcoming year. A long-term liability is a debt that is due after 12 months’ time, such as a long-term loan. Owners’ equity  (or net worth) is the amount of ownership interest in the business. The difference between assets and liabilities equals the owners’ equity."
FINANCIAL ANALYSIS,,,Prepare worksheet,Name of business organization and preparation date. Drawing column and mentioning the head of the column. Unadjusted Trial Balance.  Adjustment column. Adjusted trial balance column. Income statement column. Retained earnings statement. Balance sheet.
FINANCIAL ANALYSIS,,,Demonstrate the effects of transactions on the accounting equation,"Accounting equation: Assets = liabilities + owners&apos; equity. The basic equation shows that a company can fund the purchase of an asset with  other assets or fund it with liabilities or shareholders&apos; equity. Liabilities can be paid down with assets, like cash or by taking on more  liabilities, like debt."
FINANCIAL ANALYSIS,,,Calculate time cards.,Determine the start and the end time. Convert the time to military time. Transform the minutes in decimals. Subtract the start time from  the end time. Subtract the unpaid time taken for breaks.
FINANCIAL ANALYSIS,,,Prepare a payroll register.,"Include the name, pay period, pay date, regular hours, overtime hours, pay rate, gross pay, federal, state, and local income taxes. Consider  employee withholding for social security and medicare taxes."
FINANCIAL ANALYSIS,,,Explain the nature of accounts payable.,"Accounts payable of a company or business represents all the balances that it expects to pay in the future, and is a liability."
FINANCIAL ANALYSIS,,,Maintain a vendor file.,"Vendor files are often kept up-to-date by way of data enrichment, and a third party service helps clean and correct the data of each vendor  record."
FINANCIAL ANALYSIS,,,Analyze purchase transactions.,Determine if the event is an accounting transaction. Identify what accounts it affects. Determine what type of accounts they are. Determine  which accounts are going up or down. Apply the rules of debits and credits to these accounts.
FINANCIAL ANALYSIS,,,Discuss the nature of debtor-creditor relationships.,"A creditor is someone to whom money is owed. A debtor is someone who owes the money to the creditor. These relationships can be  voluntary or involuntary. a contract that provides the creditor to give funds to the debtor and the debtor is required to repay the funds, plus  any added interest, within a certain amount of time."
FINANCIAL ANALYSIS,,,Explain the purposes and importance of credit.,Credit enables businesses or individuals to obtain products or money in exchange for a promise to pay later. Businesses use credit to buy  materials and supplies from other businesses. Credit makes it possible for millions of people and companies to purchase goods and services  who otherwise would not have the means to do so.
FINANCIAL ANALYSIS,,,Explain the nature of accounting standards.,"Accounting standards comprise the scope of accounting by defining certain terms, presenting the accounting issues, specifying standards,  explaining numerous disclosures and implementation dates. Thus, accounting standards are descriptive in nature and serve as a service  provider."
FINANCIAL ANALYSIS,,,Account for purchases.,"An account in which records are kept of transactions involving the buying of goods, either on credit or for cash. The double entries involved  will be: debit the purchases account with the amount purchased and credit the creditors&apos; account for purchases on credit and the bank  account for purchases for cash."
FINANCIAL ANALYSIS,,,Discuss the role of ethics in accounting,Ethics ensures that all members of the company demonstrate integrity and honesty in their work with clients and other professional  relationships. Good ethics also prevent accountants from associating themselves with any information that could be misleading or  damaging to the client or the organisation.
FINANCIAL ANALYSIS,,,Explain the nature of wage and benefit programs.,Employee benefits are those payments which are paid to them in addition to the wages and salary they receive. These benefits are not  given to the worker for any specific performance of the jobs but they offer boosting their interests in work and make the job more  productive for them.
FINANCIAL ANALYSIS,,,Analyze business systems and procedures.,"Define the Business System, develop process maps, perform a customer value assessment, perform information analysis, develop an  organization profile, develop a demand profile, develop a business system profile, and assess business system quality."
FINANCIAL ANALYSIS,,,Lead change.,"Establish a sense of urgency, generate the guiding coalition, and develop a change vision."
FINANCIAL ANALYSIS,,,Journalize business transactions.,Journalizing is the process of recording a business transaction in the accounting records. This activity only applies to the double-entry  bookkeeping system. This calls for the identification of the general ledger accounts that will be altered as a result of the transaction.
FINANCIAL ANALYSIS,,,Analyze transactions and accounts.,"Determine if the event is an accounting transaction, identify what accounts it affects, determine what type of accounts they are, determine  which accounts are going up or down, and finally apply the rules of debits and credits to these accounts."
FINANCIAL ANALYSIS,,,Describe the nature of the income statement.,"Reports revenues, expenses and profits (or losses) for a period of time. Shows a firm&apos;s profit after costs, expenses and taxes. Summarizes all  resources that have come into the firm (revenue), all the resources that have left the firm, and the resulting net income or loss. Includes  valuable financial info for stockholders and employees Explain methods used to value inventory (e.g. FIFO, LIFO, weighted average cost, etc.) In FIFO, you assume that the first items purchased are the first to leave the warehouse. In other words, whenever you make a sale, under  FIFO, the items will be subtracted from the first list of products which entered your store or warehouse. In LIFO, you make the opposite  assumption: that the last items that enter your store are the first ones to leave. The WAC method uses the item’s average cost throughout  the year. The average cost per unit is calculated by dividing the total cost by the total number of units purchased during the year."
FINANCIAL ANALYSIS,,,Interpret a pay stub,"Your pay stub includes many important things, starting with your name and social security number. It lists the current pay period. Your  current and year-to-date earnings, taxes, and deductions are listed. Current earnings may be described with your hourly rate, the number of  hours worked, and your gross earnings (calculated by multiplying your hourly rate by the number of hours worked). Taxes that may be  withheld from your gross pay include Federal, State, Local, FICA (Social Security), and Medicare. Other deductions might include union dues  and money withheld for fringe benefits, such as health insurance. Net pay is your gross earnings less taxes and deductions."
FINANCIAL ANALYSIS,,,Develop personal budget,"A personal budget is a plan for saving and spending your money based on your income and expenses. Start your budget by defining your  needs and your goals, considering both short- and long-term goals. Write them down in a list, with a target date or time frame to reach  them. Next you will need to prioritize your goals, arranging the items in order of importance. Then you must estimate your income and your expenses. In your income estimate, include your wages or salary but count only your net (take home) pay. Other sources of income might  include tips, gifts, and interest earned on a bank account. Estimate your expenses in two categories—fixed and variable. Fixed expenses are  usually the same amount each time you pay them. Variable expenses are those that vary each month."
FINANCIAL ANALYSIS,,,Discuss the issuance of stock from a corporation,Issued stock is the shares of a company that have been distributed to investors. These are all of the shares representing the total ownership  interest in a business. This includes shares held both by corporate outsiders and insiders. The amount of issued stock may be reported in a  company&apos;s financial statements.
FINANCIAL ANALYSIS,,,Explain the nature of statements of changes in equity,"The statement of changes in equity is a financial statement showing the changes in a company&apos;s equity (difference between assets and  liabilities) for a given period of time. The statement of changes in equity shows the company&apos;s: Share capital, or the value of the shares it  has issued to its shareholders."
FINANCIAL ANALYSIS,,,Discuss the nature of Initial Public Offerings,"An initial public offering (IPO) refers to the process of offering shares of a private corporation to the public in a new stock issuance. Public  share issuance allows a company to raise capital from public investors. The transition from a private to a public company can be an  important time for private investors to fully realize gains from their investment as it typically includes share premiums for current private  investors. Meanwhile, it also allows public investors to participate in the offering."
